Dealer Number,Dealer Name,Store Address Line 1,Store City
1796269,BLEVINS TIRE INC,PO BOX 476,PERRYSVILLE
1797709,BLUBAUGH'S TIRE AND WHEEL SALES,11755 BUCHANAN TRAIL EAST.,WAYNESBORO
1799616,BLUE BONNET MOTORS,189 IH,NEW BRAUNFELS
1801434,BLUE KNOB,3490 COLONIAL  DRIVE,DUCANSVILLE
1801438,Blue Ridge Tire,2601 HWY 101 N.,GREER
1800437,BLUE RIDGE TIRE,700 OLD FURNACE ROAD,HARRISONBURG
1799028,Blue Ridge Tire,1101 SOUTH MAIN STREET,GALAX
1799028,Blue Ridge Tire,1101 SOUTH MAIN STREET,GALAX
1796499,BLUE SEAL PETROLEUM,1715 S Whitehead Dr,DEWITT
1932263,Blue Star Tires Inc.,301 S 31st St,Corsicana
1794400,BLUFFTON TIRE,1308 S MAIN ST,BLUFFTON
1795630,BNL Tire & Auto,1010 Jenkins St.,Mansfield
1799686,BO'S TIRE & AUTO,1425 E MAIN ST,GAS CITY
1795645,Bo-Mart Tire and Service,4591 AL Highway 145,CLANTON
1795393,BOATMAN TIRE & SERVICE,315 N. UNIVERSITY DR.,NACOGDOCHES
1794199,BOAZ WHOLESALE TIRE,1877 HWY 431,BOAZ
1794867,Bob & Floyd,1201 Chillcothe St,PORTSMOUTH
1796375,BOB'S AUTO INC,103 Greensburg St.,EDMONTON
1798141,BOB'S TIRE,4540 VALLEY RD,BERKLEY SPRINGS
1796006,Bob's Tire & Auto Service,8535 W. GRAND RIVER AVE,BRIGHTON
1797958,BOB'S TIRE CENTER,614 WALNUT ST,RED BLUFF
1801195,BOB'S TIRE SERVICE,1902 THIRD STREET SW,ATTALLA
1800576,BOB'S TIRE SERVICE,205 SOUTH MAIN STREET,DUMAS
1794720,BOB'S TIRE STORE,528 W 5TH ST,CLARE
1921235,Bob's Wheel Alignment Inc,923 E Market St,Charlottesville
1796474,Bobby Henard Tire,308 E. Cypress,Brinkley
1795083,BOBS GARAGE,1665 TICK RIDGE RD,HAWESVILLE
1796162,BOBS MOBILE AUTO SERVICE INC,1198 BALTIMORE PIKE,SPRINGFIELD
1800495,BOBS SERVICE,3028 Hwy 52,ELDON
1801322,Bobs Service Center,319 E Wilson St,BRYAN
2020530,BOCHEK COLLISION CENTER,10009 RUSSELLTON ROAD,CHESWICK
1795034,Bocooks Garage,8581 OHIO RIVER ROAD,WHEELERSBURG
1799332,Bodkins Enterprises,1654 HARRISON AVE.,ELKINS
1795536,"BOLIN ENTERPRISES, INC",PO BOX 70,CASEY
1796497,Bond Tire,617 SR 603,GREENWICH
2026541,Bones Tire Service,4117 W. State St.,Rockford
1801412,BONFES AUTO SERVICES,380 7th St W,ST PAUL
1797384,BOOGERS TIRE CENTER,18439 HWY 69 SOUTH,JASPER
1800928,BORDELONS CHEVRON,32015 Highway 1,White Castle
1794982,Born's Tire,517 E. COLUMBUS ST.,KENTON
1904428,Borum Service Center Inc,1270 Pine Street,Unadilla
1793960,BOSLEY TIRE SERVICE CO. INC.,3948 S. BROADWAY,WICHITA
1986635,"Boss Automotive, Inc.",13 N 055 Coombs Rd,Elgin
1797146,Boudreauxs Tire & Auto,1617 GENTILLY BOULEVARD,NEW ORLEANS
1794321,BOUNDS TIRE SERVICE,1254 CASH RD SW,CAMDEN
1797404,BOWENS GARAGE,405 S. MAIN ST.,RIVER FALLS
1801168,Bowens Sunoco,2555 Monroe Ave,Rochester
1794672,BOWMAN TIRE AND WHEEL,529 DEPOT,MERIDIAN
1798482,BOYKO AUTOMOTIVE,6620 WOODLAWN DR,ZIONSVILLE
1798035,BRACKETT'S MUFFLER & TIRE,PO BOX 93,TISHOMINGO
1798935,BRADEN TIRE AND SERVICE,405 E. HURON AVE.,BAD AXE
1795478,Bradys Service,31 KINGS HWY,CHESTER
2042329,Brakes N All Autocare,1536 N. Limestone,Lexington
1800795,BRANDON TIRE,595 S. M-15 HWY.,ORTONVILLE
1797910,BRANDT CHAIN SAW,230 CO RD 317,CHAMOIS
1800351,BREATHITT COUNTY TIRE,361 HWY 15 S,JACKSON
2020463,BREMEN TIRE,6476 AL HWY 69 SOUTH,CULLMAN
1797816,BREWER & BREWER,214 WEST BROADWAY ST.,FULTON
1794194,BREWERS AUTOMOTIVE REPAIR,817 6TH ST,OSAWATOMIE
1794759,BREWERS T & A SUPPLY,P O BOX 726,RICHTON
1800150,BRIAN'S AUTOMOTIVE,12981 NATIONAL RD SW,ETNA
1795694,"BRIAR HILL, INC DBA GROFF TIRE SUPPLY",3384 ST RT 49,WESTFIELD
1795753,Bridger Valley Motor,PO BOX 730,LYMAN
1795096,BRIDGEVIEW EXPRESS TIRE,5292 HALIFAX RD,HALIFAX
1795096,BRIDGEVIEW EXPRESS TIRE,5292 HALIFAX RD,HALIFAX
1793870,BRIGGS TIRE & FARM SERVICE,PO BOX 159,LIVONIA
1797422,BRIGGS TIRE SRV,785 BAKER HILL RD,WASHINGTON
1798711,BRIGHT STAR TIRE & ALIGNMENT,8932 BRIGHT STAR ROAD,DOUGLASVILLE
1801100,BRIGHTWAY INC. DBA GUTSHALLS EXXON,80 POTOMAC RIVER ROAD,MONTEREY
1793635,BRITT'S TIRE LTD,934 MAIN STREET,HELLERTOWN
1796906,BROADWAY AUTO CLINIC,3 WOLFERT AVE,MENANDS
1801382,Broadway Battery & Tire,PO BOX 276,Highland
1800226,BROADWAY SERVICE CENTER,1940 KEOKUK WASHINGTON RD,KEOTA
1796802,BROADWAY TIRE SERVICE,730 WEST MAIN STREET,FOREST CITY
1795783,Brocks Automotive & Tire,1288 Hwy 44,RESERVE
1798467,BROCKWAY AUTO REPAIR,429 BROCKWAY AVE,MORGANTOWN
1800820,BRODHEADSVILLE CHEVY,1476 Rt 209,BRODHEADSVILLE
1795777,Brogan's Tire Center,1270  WHITTIER DR,EAST LANSING
1799367,BROGAN-FOLZ INC,4513 BRIDGETOWN RD,CINCINNATI
1798192,BROKEN SPOKE TIRE & AUTO CENTER INC.,300 AIRPORT RD,PARAGOULD
1800643,BROOKS TIRE,P O BOX 96,FOURMILE
1800663,BROOKS TIRE OF WALHALLA,3665 BLUE RIDGE BLVD,WALHALLA
1796529,BROOKVILLE TIRE,24299 SR 1,GUILFORD
1797447,BROS TIRE AND AUTOMOTIVE,266 NORTH STATE STREET #21,MT. PLEASANT
2023441,BROTHER HOOD OIL,126 ORVIN LANE,BLUE RIDGE
1796724,BROTHERS TIRE SERVICE,6019 HWY 182 EAST,MORGAN CITY
1898518,Brown Tire Center,4770 I-10 Frontage Road,Sealy
1799830,BROWN'S TIRE,111 Shady Dr,Roaring Brook Twp
1801270,BROWNS 4X4 & TOWING,920 BAUGH LANE,PLEASUREVILLE
1798200,BROWNS AUTO SERVICE,RR 1 BOX 15,KAHOKA
1794129,BROWNSBORO AUTO SERVICE,14318 STATE HIGHWAY 31E,BROWNSBORO
1796502,BRUCETON AUTO,90 Morgantown St,BRUCETON MILLS
1983325,Brush Valley Tire LLC,6312 Route 56 Highway E,Homer City
2020709,Bryan's Performance Auto & Diesel,400 E State St,Ravenwood
1797310,BRYANT TIRE,350 COMMERCE,HERNANDO
1797503,BRYCE CANYON SINCLAIR,PO BOX 640062,BRYCE
1796776,BUB NASH EXXON,3432 Pittsburg Rd,PERRYOPOLIS
1797670,BUCCOLA'S AUTO SVC.,201 WEST MAIN STREET,FALCONER
1798187,BUCHANAN TIRE,5240 MARSH ROAD,WAYNESBORO
1799295,BUCKEYE TIRE & SERVICE,629 STEUBENVILLE AVE,CAMBRIDGE
1793902,BUCKHANNON DISCOUNT TIRE,PO BOX 2626,BUCKHANNON
1799189,BUCKLEY TIRE SERVICE,PO BOX 602,GLENS FALLS
1797727,BUCKLEYS AUTOMOTIVE INC,2048 GRAND CENTRAL AVE,HORSEHEADS
1801416,Bucks County Auto Care - Dublin,232 DUBLIN PIKE,DUBLIN
1795024,BUCKS SERVICE CENTER,PO BOX 263,PETERSTOWN
1795024,BUCKS SERVICE CENTER,PO BOX 263,PETERSTOWN
1798913,Bucyrus Tire LLC,3282 STATE ROUTE 98,BUCYRUS
1800862,BUD'S AUTO,505 HWY 635,VIENNA
1799650,BUD'S TIRE SERVICE INC,410 COURT STREET,CLAY CENTER
1793830,BUDGET TIRE,3905 DIX,LINCOLN PARK
1793907,"BUDGET TIRE, INC",1403 HAMPTON ST,WALTERBORO
1800176,Buds Discount Tire,121 US HWY 80 E,GLADEWATER
1795605,BUETTNER TIRE DISTRIBUTORS OF WV LLC,324 WINCHESTER AVE,MARTINSBURG
1797444,BUFFALO BROTHERS,1900 WEST RIVERDALE RD,ROY
1798359,BUFFALO WHOLESALE TIRE,574 SHERIDAN DRIVE,TONAWANDA
1798883,BUNGO'S TIRE & SERVICE,101 YELLOW PINE LANE,MADERA
1798724,BURBANK TIRE & CAR CARE LLC,9210 BURBANK DRIVE,BATON ROUGE
1795959,BURGERS TIRE CENTER & AUTO REPAIR,1106 Warm Springs,Manchester
1794795,BURGESS TIRE,1971 LEXINGTON ROAD,GEORGETOWN
1798021,BURL'S AUTOMOTIVE,2004 DESIARD ST,MONROE
1794247,BURNETT AUTOMOTIVE,400 MCCALL RD,MANHATTAN
2028191,BURNETT TIRES,380 COUNTY ROAD 886,JEMISON
1903974,Busby Tire & Alignment Service,1180 Hwy 70e,Camden
1798774,Busch Auto Service Center,137 S. NORTHWEST HWY.,PALATINE
1794468,BUTLER TIRE,300 NORTH MAIN AVENUE,SYLACAUGA
1795924,BUTLER TIRE,6813 PLANTATION RD,FREDERICK
1797918,Butler Tire,8 Pittsburgh Rd,Butler
1796753,BUTLER TOYOTA,17973 CANDLEWOOD CT,NOBLESVILLE
1800903,BYERS TIRE SERVICE INC,3634 WARM SPRINGS RD,CHAMBERSBURG
1799441,C & B BODY & AUTO SERVICE,1704 W. MAIN STREET,LOUISVILLE
1799232,C & C DETAIL,PO BOX 817,ADVANCE
1935761,C & C Tire,1111 Harrison Ave.,Harrison
1794219,C & D TIRE,5013 N BROADWAY ST,POTEAU
1796941,"C & D, INC. DBA DON’S WHOLESALE TIRES INC",479 HAYWARD ST,MANCHESTER
1798382,C & E TIRE AND AUTOMOTIVE,601 N CAUSEWAY BLVD,METAIRIE
1796761,C & R Broussard,1502 CENTER ST.,NEW IBERIA
1796285,C & S TIRE,1080 EAST HIGH ST.,WAYNESBURG
1794557,C&D AUTOMOTIVE,994 RT  104,ONTARIO
2024162,C&R Auto,235 Hamilton Blvd,South Plainfield
1801005,C&S AUTO REPAIR,760 N MICHIGAN ST.,ARGOS
1795980,C&S SALES & SERVICE,4675-3 HWY 64 E,FRANKLINVILLE
1798126,C&T TIRE,908 S. VIRGINIA,TERRELL
1798609,C-K TIRE & SERVICE CENTER,3222 S. SCHOOL AVENUE,FAYETTEVILLE
1799337,C.A.R.S.,2310 W. 4TH ST.,DIXON
1798533,C.B.J. TIRE,710 W Hwy 82,Gainesville
1801203,CAIN TIRE,560 EAST MAIN STREET,YADKINVILLE
1801203,CAIN TIRE,560 EAST MAIN STREET,YADKINVILLE
1794869,Caira Super Service,7835 W. BELMONT AVE.,ELMWOOD PARK
1793632,CALEDONIA GARAGE INC,2792 WEST MAIN ST,CALEDONIA
2030069,CALERA DISCOUNT TIRE,2220 COUNTRY ROAD 84,CALERA
2031874,CALLAGY TIRE,6625 BABCOCK ST SE,MALABAR
2031875,CALLAGY TIRE,6625 BABCOCK ST SE,MALABAR
1800225,Cam Tire,560 EAST COLUMBUS AVE,CORRY
1796481,CAMBRIDGE SPRINGS TIRE CO. INC.,23411 THOMAS ROAD,CAMBRIDGE SPRINGS
1798437,CAMBRIDGE TIRE CENTER,2486 CAMBRIDGE BELTWAY,CAMBRIDGE
1801008,CAMDEN AVE TIRE,3105 CAMDEN AVE,PARKERSBURG
1797321,CAMDEN TIRE & SERVICE LLC,6875 N MAIN ST,CAMDEN
1799950,CAMERON TIRE,106 EAST MAIN STREET,CAMERON
1795147,"CAMP POINT TIRE, INC.",2118 HWY 24,CAMP POINT
1798953,CAMP ROAD AUTOMOTIVE INC,4699 CAMP ROAD,HAMBURG
1800129,CAMPBELLS SERVICE CENTER,1111 CLAY PIKE,IRWIN
1795387,Campbells Supply Co Inc.,P0 B0X 2586,SIOUX FALLS
1794945,CAMPUS AUTO SALES INC,3105 PARK PLACE DR,CAPE GIRARDEAU
1801284,CANTON SERVICE CENTER,1378 27TH AVE,CANTON
1796283,CANYON TIRE,1240 MAGNOLIA AVE.,CORONA
1800498,CAPE GIRARDEAU HONDA,3150 Count Rd 471,oakridge
2024399,Car Express,6020 Shallowford Rd Suite 104,Chattanooga
1800455,CAR SENSE,301 PARK MANOR DR,PITTSBURGH
1800456,CAR SENSE,21200 RT 19,CRANBERRY TWP
1797162,CAR TUNE AND TIRE,22516 185TH ST.,AUDUBON
1798435,CARDINALE'S CAR CARE,295 SARATOGA AVE,SOUTH GLENS FALLS
1794534,CARDINGTON HOME & AUTO,117 WEST MAIN ST,CARDINGTON
1794132,Carhart Feed and Seed,302 North Dove,Dove Creek
1794538,Carko LTD,616 N. BLANCHARD ST.,FINDLAY
1934626,Carl's Auto Care & Towing,911 Hawkins Dr.,Elizabethtown
1931525,Carmazon,428 S Jake Alexandar Blvd,Salisbury
1799818,CARMICHAELS SERVICE CENTER,203 S. MARKET ST,CARMICHAELS
2020499,CAROLINA WHOLESALE TIRE INC,324 WEST MAIN STREET,LAKECITY
1800626,CARPENTER'S TIRE & AUTO,429 GEORGIA AVE,NORTH AUGUSTA
1796639,CARROLL CO TIRE,702 E COLUMBIA,FLORA
1794103,CARS PLUS,9619 INDIANAPOLIS BLVD.,HIGHLAND
1796493,CARS PLUS TIRE & AUTO,27 W. 63RD ST.,WESTMONT
1799242,CARSON'S SOUTHERN TIRE LLC,1124 LONE STAR RD.,CAMERON
1796917,CARSON'S TIRES & MUFFLER,504 SOUTH 1ST STREET,BROOKHAVEN
1797306,CARTHAGE TIRE,127 N. MECHANIC ST.,CARTHAGE
1794093,CARVERS AUTO CENTER,645 BLUE RIDGE BLVD,ROANOKE
1794093,CARVERS AUTO CENTER,645 BLUE RIDGE BLVD,ROANOKE
1796676,CARWORX COMPLETE CAR CARE,729 ST RT 28,MILFORD
1796427,CARY'S TIRE & AUTOMOTIVE,918 BROADWAY STREET,PORT LAVACA
1953373,Casa Della Tire,1009 N Washington Ave,Livingston
1796644,CASEY PROTIRE SERVICE,36 MIZE ROAD,TOCCOA
1801209,CASEY'S TIRE & BRAKE,805 W HWY 82,GAINESVILLE
1795332,CASPER TIRE,705 NORTH ELMA,CASPER
1801171,CASS CO TIRE,2665 E MARKET ST,LOGANSPORT
1793627,CASTEEL'S TIRE,614 W. MAIN ST.,DURANT
1797112,CATES SALES & SERVICE,508 W. 6TH STREET,WAYNESBORO
1797556,"CATRON'S TIRE SERVICE, LLC",1785 WEST LYNCHBURG-SALEM TURNPIKE,BEDFORD
1797556,"CATRON'S TIRE SERVICE, LLC",1785 WEST LYNCHBURG-SALEM TURNPIKE,BEDFORD
1800222,CAUDILL PORTABLE WELDING,2045 652nd Avenue,ALBIA
1799889,CAVANAL TIRE & AUTO,1003 N PAUL MATHIS DR,POTEAU
1799872,CAW AUTO,102 BURLINGTON ST,SOMONAUK
1796609,CCAW AUTOMOTIVE GROUP,P0 B0X 18706,ATLANTA
1800612,CD TIRE ,PO BOX 885,NATALIA
1801351,CECIL & SON'S DISCOUNT TIRES,204 E. MORROW RD.,SAND SPRINGS
1794994,CECILS TIRE N JENNY LUBE,407 N ST. RT 2,NEW MARTINSVILLE
1796141,CEDAR SPRINGS TIRE LLC,7953 OLD GLASGOW RD.,SCOTTSVILLE
1796597,CELINA TIRE & OIL,502 BROWN STREET,CELINA
1796330,Cenla Express,1505 4th St.,Jonesville
1800806,CENTER EXIT TIRE,100 PLEASANT DR,ALIQUIPPA
1799196,CENTRAL AUTO,P O BOX 260,CLAY
2027242,Central Auto Repair,P0 B0X 179,Norwood
1795748,CENTRAL KENTUCKY QUICK LUBE & TIRE,4121 LEXINGTON ROAD,PARIS
1931543,"Central Ohio Tire, LLC",1140 Newark Road,Zanesville
1795000,CENTRAL TIRE INC,1111 S. TILLOTSON,MUNCIE
1797649,CERTIFIED AUTO OUTLET,5244 STATE HWY. 23,ONEONTA
1904800,Certified AutoBrokers,1693 Grand Island Blvd,Grand Island
1801415,CERTIFIED TIRE AND SERVICE LLC,995 SW MARTIN DOWNS BLVD,PALM CITY
1793943,CFI TIRE SERVICE,1520 S. OMAHA BRIDGE RD.,COUNCIL BLUFFS
1801490,CHADS SMART TIRE,1512 EASTON ROAD,ROSLYN
1799453,CHAMPION FORD SALES,2502 WEST 26TH STREET,ERIE
1931637,Champs Tire & Oil,146 Main St North,Wagener
1987540,CHAMPS TIRE & SERVICE,2530 S HAIRSTON ROAD,DECATUR
1798115,CHANEY&CHANEY,3617 HWY 19,ZACHARY
1796242,Chapman Tire ,3915 Highway 43 N,Ethridge
1794056,CHAPMAN TIRE CENTER,614 PARK AVE.,CARROLLTON
1794260,CHARITON TIRE,120 WEST 24 HWY,SALISBURY
1799156,CHARLEYS SERVICE,111 S ATTERBERRY STREET,ATLANTA
1795606,CHARLIE'S TIRE & AUTO,131 N CC DUSON ST,EUNICE
1798089,CHARLIES AUTOMOTIVE INC.,1700 COUNTY RD. A,LIBERTY CENTER
1799494,"CHARLOTTE 13, INC., DBA AUTOPRACTOR","1820 PRODUCTION DRIVE, UNIT B",ST. CHARLES
1794556,CHARLTON TIRE & REPAIR,3399 2ND STREET SOUTH,FOLKSTON
1799826,CHASEBURG FARMER'S UNION COOPERATIVE,113 CACTUS DRIVE,CHASEBURG
1800630,CHAZ LYNN INC 2 DBA TOTAL DISTRIBUTORS,200 WINDSOR ST,MCKEESPORT
1797570,Chema's Auto & Tires LLC,1634 S VINE AVE,TYLER
1796566,CHER BAN TIRE SERVICE INC,638 BROADWAY ST,EAST MCKEESPORT
1794303,CHESTERTOWN GOODYEAR ,6407 CHURCH HILL RD,CHESTERTOWN
1795330,CHICOS TIRE SHOP,PO BOX 39,JEMISON
1794235,CHRIS COOK'S GARAGE,3136 W. MASON RD.,SIDNEY
1795475,CHRIS' TIRE SERVICE,16 MAPLE DR.,SHIPPENVILLE
1796642,Christiansen Tire & Alignment,586 WOODLAND LAKE ROAD,ROME
1795464,CHS AGRI SERVICE CENTER,1016 4TH AVE,HOLDREGE
1795180,Chuck Smiths Auto Service,977 ROUTE 100,BECHTELSVILLE
1939589,Chuck Wait Tire Inc,21 Main Street,Mowrystown
1797581,CHUCK'S TIRE LLC,1575 M 76,ST. HELEN
2027081,CHUCKS AUTO REPAIR,2258 HOLLY SPRINGS PKWY STE 120,CANTON
1797885,CHUCKS SERVICE,923 Walnut St,NEW BAVARIA
1799060,CHUCKS TIRE CENTER,6060 AVENIDA ENCINAS,CARLSBAD
1798745,CIOCCA DEALERSHIPS,321 SOUTH WEST END BLVD,QUAKERTOWN
1801454,Citgo Service Center of Batavia,27 N. Batavia Ave.,Batavia
1799971,CITY AUTO,4932 ELMORE ROAD,MEMPHIS
1796630,CITY LIMIT TIRE & SERVICE LLC,PO BOX 1676,SPARTA
1799936,CITY SERVICE STATION,7 EAST 1ST ST,BOONEVILLE
1799814,CITY TIRE,452 W. 47TH ST.,CHICAGO
1904738,City Tire,306 W Sycamore,Kokomo
1799475,CITY TIRE & AUTO REPAIR OF LOGAN,30 MAIN AVE,LOGAN
2026546,City Tire & Auto Service,1420 Division St.,Beloit
1801197,City Tire & Lube,107 Palmer St,Union
1799061,CITY TIRE OF PERU,85 E. MAIN ST.,PERU
1800027,CITY TIRE PROS,854 EAST AURORA RD,MACEDONIA
1800913,CITY TIRE SERVICE,1800 E PIKE,ZANESVILLE
1799021,CLARKSBURG AUTO REPAIR SERVICE,15389 RT 286 HWY,CLARKSBURG
1800328,CLARKSVILLE TIRE,104 S MAIN,CLARKSVILLE
1793729,CLARKTOWN TIRE AND ALIGNMENT,7471 ST. RT. 139,LUCASVILLE
1798164,CLARS ELMWOOD AUTOMOTIVE,870 ELMWOOD AVENUE,ROCHESTER
1798032,CLASSIC CUSTOMS & REPAIR,206 S. AMIN,ONSLOW
1800041,Cleburne Tire,3512 HWY 78,HEFLIN
1795363,CLEMONS TIRE,713 SOUTH MONROE AVE,COVINGTON
1795363,CLEMONS TIRE,713 SOUTH MONROE AVE,COVINGTON
1796944,CLICK TIRE SERVICE,22592 E MARTIN RD,PORTER
1800994,CLOUGH OIL,PO BOX 1356,COFFEYVILLE
1800350,CLUM TIRE,1075 S BROADWAY ST,NEW PHILADELPHIA
1796790,CM Super Tire,19268 MiddleBelt Road,Livonia
1799099,COATES CAR CARE,59 YOUNGSTOWN WARREN ROAD,NILES
1795035,COLD SPRINGS OF AUTOMOTIVE,7841 RIVER RD,BALDWINSVILLE
1796842,COLE'S TIRE SUPPLY,205 GREENE ST,MARIETTA
1793995,COLLEGE PARK TIRE & AUTO,6169 OLD NATIONAL HWY.,COLLEGE PARK
1795919,COLLINS OIL LLC,808 MILL EAST ST,ARTHUR
1799769,COLLISION SPECIALISTS,112 CEDAR LAKES DR,RIPLEY
1796981,COLONIAL COURT SERVICE STATION,RT 4 BOX 205-1,ELKINS
1801306,COLONIAL TIRE & AUTO,100 ROANOKE AVE,COLONIAL HEIGHTS
1801306,COLONIAL TIRE & AUTO,100 ROANOKE AVE,COLONIAL HEIGHTS
1797985,COLONIAL TIRE INC,25762 ROUTE 83,MUNDELEIN
1797174,COLOSIMOS SERVICE CENTER,9 EIGHTH AVE,CARBONDALE
1800188,COLUMBIANA TIRE SALES,1013 SPONSELLER RD.,COLUMBIANA
1794894,COLUMBUS TIRE,P.O. BOX 838,COLUMBUS
1800494,COMANCHE TIRE & EQUIPMENT,401 E. CENTRAL,COMANCHE
1936243,Commercial Tire,1100 Hobbs Hwy.,Seminole
1800142,COMMERCIAL TIRE,1199 CLEARVIEW RD,UNION
1795021,COMMERCIAL TIRE CENTER INC,2144 W CRAWFORD,SALINA
1795099,COMMUNITY COOP,9 CENTRAL AVE. N,FARIBAULT
1796870,Community Tire,1675 Seneca Street,Buffalo
1798049,COMPETITION TIRE & ALIGNMENT,1499 ROUTE 715,STROUDSBURG
1795032,COMPLETE AUTO REPAIR INC.,543 S. LAPEER ROAD,OXFORD
1794220,COMPLETE CAR CARE,3502 E MICHIGAN BOULEVARD,MICHIGAN CITY
1934799,Complete Parts and Repair Inc,1000 South Main Street,Monmouth
1799014,COMPLETE TIRE SERVICE INC,204 HIGH ST,ELLSWORTH
1800137,Conklin Fangman Investment Inc,2700 S. 9TH STREET,SALINA
1795185,CONLEY BROTHERS TIRE INC.,"1681 KY, ROUTE 40 WEST",STAFFORDSVILLE
1801045,Conner's Car Care,209 North Hwy 41,Fort Branch
1796991,CONRAD TIRE,277 S Main Street,CONRAD
1800713,COOK PERFORMANCE,1307 W. OAK,FAIRBURY
1799009,COOK TIRE INC.,339 O Whitley Rd,LONDON
1795001,COOK'S TIRE CENTER II,12 CLARK ST,HARRINGTON
1793784,COOLING SYSTEM SERVICES,403 CONRAD AVE. S,COLOGNE
1795057,COOP GAS & OIL CO.,153 N. MAIN,SIOUX CENTER
1795141,COOPERATIVE PRODUCERS INC.,265 North Showboat Blvd,HASTINGS
1799190,Copeland's Tire,306 West Grandville,Windsor
1799190,Copeland's Tire,306 West Grandville,Windsor
1801198,Coppins Service Center Inc,550 CENTER STREET,LEWISTON
1796478,CORONA TIRES NEW & USED,1359 W 6TH ST,CORONA
1799675,CORP TIRE,7310 N. FIVE CORNERS RD,LENA
2024600,"Corridor H Tire, Inc.",2656 Old Weston Rd,Buckhannon
1800077,CORTLAND AUTOBODY REPAIR AND SERVICE,4373 NORTH HOMER AVE.,CORTLAND
1794016,COSHOCTON TIRE,110 W PINE,COSHOCTON
2027315,COTTONDALE AUTOMOTIVE,5401 SKYLAND BLVD,COTTONDALE
1931505,Cottondale Automotive,5401 Skyland Blvd E,Cottondale
1795489,COTTONWOOD TIRES,3849 MAIN ST,COTTONWOOD
2026530,COTTRILL'S CAR CARE LLC,1237 NORTH PLEASANT HWY,ST MARY'S
1798205,Countryside Repair,1301 WOHLERT STREET,ANGOLA
1801473,COUNTY TIRE & SERVICE INC.,505 S. CENTER ST.,CAMBRIDGE CITY
1800866,COURTNEY TIRE SERVICE,726 BROADWAY,CHULA VISTA
1799024,COX BROTHERS 66,201 North Main St,HEMINGWAY
1796035,CRAFTON AUTO PARTS,Hwy 103 Building 308,VAN BUREN
1981624,Crafts Cars,711 Lisbon Road,Lisbon Falls
1799033,CRAIN TIRE,1710 NORTH HWY 19,SALEM
1795241,CRAWFORD TIRE SERVICE,72 TUSCARAWAS RD,BEAVER
1796867,CREATIVE COATINGS,950 GRAY HWY,MACON
1797475,CREATIVE COATINGS,2074 WATSON BLVD,WARNER ROBINS
1795319,"CRIBBS & SONS, INC.",1005 S. JEFFERSON ST.,PERRY
1935971,"Criswell""s Service",129 S. Green Ave,Purcell
2027349,Crooked Lake Tire,2814 134th Ave. NW,Andover
1795763,CROSSNO GARAGE,2610 INDUSTRIAL PARK ROAD,VAN BUREN
1936694,Crossroad Auto Plus LLC,428 Route 390,Tafton
1799695,CROSSROADS AUTO CENTER,13603 Us Hwy 75,VAN ALSTYNE
1796747,Crossroads Automotive,3210 Hwy. 34 East,Newnan
1801445,CROSSROADS TIRE SHOP,38 JOE SAXON ROAD,POPLARVILLE
1797983,CSI TIRE LLC DBA SALEM TIRE SERVICE,2300 E STATE ST,SALEM
2024134,CT Motorsports,8163 Cypress Ave. #A,Riverside
1799870,CTR AUTOMOTIVE SERVICE CENTER,3025 WOODLANE DR.,JANESVILLE
1797382,Cumberland Tire,PO BOX 909,CROSSVILLE
1798744,Cunningham Motors,10560 IVYDALE ROAD,IVYDALE
1799291,Cunningham Tire,4783 RIVERSIDE DRIVE,DANVILLE
1799291,Cunningham Tire,4783 RIVERSIDE DRIVE,DANVILLE
1799427,CUNNINGHAM TIRE,105 N. KENNEDY ST.,EDEN
1799427,CUNNINGHAM TIRE,105 N. KENNEDY ST.,EDEN
1797606,Cunningham Tire,351 Hunt Country Farms Road,Martinsville
1797606,Cunningham Tire,351 Hunt Country Farms Road,Martinsville
1796373,Curtis Service,PO BOX 279,CURTIS
1797086,CURTISS TATE'S TIRE & SERVICE,2104 US HWY 59 N,GROVE
1797277,CURTS TIRES & MUFFLERS,3357 Highway 71 North,Mena
1797620,CUSTER TIRE & AUTO PARTS,2991 BERLIN PLANK RD.,BERLIN
1794876,Custom Wheel Service,1282 Center St,Redding
1796234,CY-FAIR TIRE,6516 NORTH GESSNER ROAD,HOUSTON
1800957,D & D TIRE & SERVICE CENTER,PO BOX 962,DONIPHAN
1796095,D&A Automotive Inc.,B 4359 State Hwy 13,UNITY
1796549,D&D TIRE SERVICE,12 N. ORANGE,BUTLER
1801439,D&H WHOLESALE TIRE,309 South Mississippi Ave,ATOKA
1794198,D'S AUTO REPAIR,101 PARK AVENUE WEST,WOODVILLE
1797235,DAILEY TIRE SERVICE,1740 EASTERN AVENUE,GALLIPOLIS
1987542,Dale 's Tire & Lube,200 E Antigo street,Stamps
1800160,Dales Auto Repair,13100 43RD STREET NORTHEAST,ST. MICHAEL
1797257,DALES SERVICE,720 PRARIE ST,CHARLESTON
1800560,DALLAS TIRE,2729 WHYNAUGHT CT. SE,ROCHESTER
2020438,Damian Tires & Wheels,29770 Bradley Rd #D,Menifee
1982453,Dan Ray Tires,273 N Daleville Avenue,Daleville
1796678,"DAN'S AMERICAN TIRE, INC.",2852 WHIPPLE AVE NW,CANTON
2028061,Dan's Auto Center,830 Highway 12,Baldwin
1798466,DANA'S ONE STOP TIRE SHOP,50600 RICHARDSON AVE,NEGLEY
