Id,Name,Address1,City
2006809,"tire country of mebane, inc.",2254 s. hwy 119,mebane
2006810,scheideggers service center,514 market st,hermann
2006811,gages lake auto & light truck repair inc,18409 w gages lake rd,gages lake
2006812,adams automotive and performance,500 south 3rd ave,chatsworth
2006813,kwiki tire serv,1680 s. main street,delta
2006814,farmers ranchers coop mr. tire,224 s. main,ainsworth
2006815,j and j tire and auto inc,40 damascus road,coudersport
2006816,gretna gas & lube mr tire,610 north highway 6,gretna
2006817,heubner tire inc,po box 198,petersburg
2006818,crest ridge tire & auto llc,507 nw us 50 hwy,centerview
2006819,odessa tire center inc.,1906 e 8th st.,odessa
2006820,knapps service center,1863 greenwood lake turnpike,hewitt
2006821,walters tire & service,5500 king hill ave,saint joseph
2006822,schneider tire & lube,3931 hwy 90,columbus
2006823,raben tire co inc,"2015 e malone, suite b",sikeston
2006824,eagle auto clinic,23 hargrove grade unit a,palm coast
2006825,diversified auto & tire,8287 nc hwy 306 s.,arapahoe
2006826,m&s auto,60 hwy 41 n.,camden
2006827,allbritains alignment & repair,510 cumberland street,caldwell
2006828,mayo auto service,165 monmouth st,red bank
2006829,p&m exhaust systems,11843 kemper springs drive,cincinnati
2006830,waynes bp amoco,331 high street,mineral point
2006831,"rite-way truck & trailer repair, llc",267 otrobando avenue,norwich
2006832,hostetler tire,0045 w us 20,lagrange
2006833,car needs,723 south scales st,reidsville
2006834,broadway automotive - ironwood,951 broadway st,ironwood
2006835,walker tire,400 illini dr,clinton
2006836,walker tire,430 w. clinton ave,farmer city
2006837,hewitt's service center ltd,302 south monroe st,monroe
2006838,pope tire service,8313 n.c. 86 north,cedar grove
2006839,sherwood tire,2155 n oak rd,plymouth
2006840,rich's auto,620 mantoloking rd,brick
2006841,"ramon's tire & auto service, inc.",261 oller st.,mendota
2006842,dusty's precision auto,721 2nd st,coralville
2006843,teds tire service,1204 montgomery hwy,centreville
2006844,t&a american car care,5132 dogwood drive,milton
2006845,ginman tire co. inc.,665 west clay,muskegon
2006846,perkins tire & service center,13384 us hwy 29,chatham
2006847,clarkesville motor company,202 grant st,clarkesville
2006848,ptl tire,15300 central avenue ne,ham lake
2006849,double d,403 east bernard ave.,greeneville
2006850,abc truck & tire repair,58 eskimo hill rd,stafford
2006851,capitol city tire & service,240 riverside drive,augusta
2006852,ls tire llc,2049 old lancaster pike,reading
2006853,"berkley auto care, inc",3611 12 mile rd,berkley
2006854,tom smith tractor,63103 66th street,hartford
2006855,west hill marathon,569 w market st,akron
2006856,wagner tire,512 1/2 west main,lake mills
2006857,tire tracks,18612 nw frontage rd,joliet
2006858,franklin tire,1975 e. university drive,auburn
2006859,ogles neighborhood services,4533 e. parkway,gatlinburg
2006860,agland coop,115 s. 1st st.,parkston
2006861,riverbank tire store,6505 callandar,riverbank
2006862,macclenny tire & lube,112 s 6th st,macclenny
2006863,cliff's automotive llc,410 main street,terryville
2006864,roberts tire sales,4747 south power road,mesa
2006865,langmead automotive inc dba c&a automotive,1441-b liberty rd,eldersburg
2006866,"farm bureau garage, inc",1115 sleepy hollow rd,pennsburg
2006867,ramseur quick lube inc,po box 1282,ramseur
2006868,lakes auto repair llc,321 lakes blvd,lake park
2006869,currier tire,805 west front st,burr oak
2006870,union tire & auto,104 n. main street,union
2006871,walter's tire,220 w. main,greensburg
2006872,one shot industries llc,1200 east park ave,enterprise
2006873,greens automotive & towing,125 asheville hwy,sylva
2006874,tim norton auto service llc,1129 loop road,falmouth
2006875,robert's tire,1220 mt. pleasant st.,burlington
2006876,carpenter tire,14398 wards rd,lynchburg
2006877,singletary tire,2528 us hwy 82 w,sylvester
2006878,xtreme automotive,857 n. main st.,norwood
2006879,jays tire and complete auto center,1973 co. rd 13,ames
2006880,barry fleet services,p0 b0x 1123,hempstead
2006881,corner tire,849 harrison ave,panama city
2006882,mize tire & automotive,8680 skyway,paradise
2006883,bobbie's tire and muffler,7213 nc hwy 49,denton
2006884,brandon tire and auto,595 south ortonville rd,ortonville
2006885,heiser tire,920 north hwy 87,dalhart
2006886,meade coop,p0 b0x 336,meade
2006887,expert auto center,5230 e central ave,wichita
2006888,v & r tire,4903 main st,lisle
2006889,blue ridge tire co inc,340 wilkesboro blvd,lenoir
2006890,horseplay performance llc,1891 beasley blvd,whitewright
2006891,boulevard tire center,816 s. woodland blvd,deland
2006892,gobble's automotive,4640 north lee highway,cleveland
2006893,off campus auto repair,390 westcor dr,coralville
2006894,badasci tire,351 w. 6th street,hanford
2006895,lee's service,1445 i street,reedley
2006896,bill martin inc.,106 martin lane,statesville
2006897,tim leslie tire,296 north gratiot,mount clemens
2006898,farmer's tire center,124 kirkland street,abbeville
2006899,coggin honda superstore / ch motors ltd,11003 atlantic blvd,jacksonville
2006900,h&j tire,110 s randolph st,lexington
2006901,magee tire & service ctr. inc.,425 simpson hwy.149,magee
2006902,dickinson service center,3628 nc hwy 127 south,hickory
2006903,jonathans service center,p.o. box 336,bernville
2006904,guerrero's tire and auto,1062 n st,newman
2006905,clark's automotive inc,600 wiethaupt rd,florissant
2006906,k.t. automotive,7320 tussing rd,reynoldsburg
2006907,magnum automotive,302 s 2nd ave e,newton
2006908,eugene c rarey dba clayton tire,122 east market st,urbana
2006909,"first stop auto center, inc.",600 delzan place,lexington
2006910,russells auto center,po box 121,warsaw
2006911,fla-ga wholesale,514 nw hawks ave,greenville
2006912,hawke motors,76 park street,boothbay harbor
2006913,rutland tire & wheel,5711 white bluff road,savannah
2006914,burnett car care,228 w. main,council grove
2006915,"cher-ban tire service, inc.",638 brodway ave,east mckeesport
2006916,curts quality auto center inc,7370 north ridge road east,madison
2006917,beachlers servicenter,3623 n university st,peoria
2006918,schlenker automotive,396 barton blvd,rockledge
2006919,superior muffler & tire,p.o. box 604,okeechobee
2006920,circle tire & gas,101 w. ash st,goldsboro
2006921,"commercial tire centers, inc.",2144 w. crawford,salina
2006922,island automotive inc.,801 east elkcam circle,marco island
2006923,josephs autobody,133 sebethe dr.,cromwell
2006924,wayland bp,150 n. main st.,wayland
2006925,tully auto supply,2 grove st,tully
2006926,bluffs tire and repair,p0 b0x 284,cedar bluffs
2006927,"dorsey tire & auto care, inc.",1284 e. hwy 80,pooler
2006928,minchow's service,317 east main,lovell
2006929,"five star tire service, inc.",5319 progress blvd.,bethel park
2006930,f & f tire world,w5665 lake shore drive,elkhorn
2006931,lone star tire center,14054 90th st,oskaloosa
2006932,rwoods inc dba woods automotive,2609 s. roan st.,johnson city
2006933,hilltop services inc,1944 wallace lake road,west bend
2006934,wilde auto plus,155 highway 36 s,caldwell
2006935,bergys automotive,610 n division,polo
2006936,auction direct usa raleigh,7601 glenwood ave,raleigh
2006937,powers automotive,p0 b0x 499,fremont
2006938,h-r tire co inc,420 east chestnut st,sterling
2006939,quality tire and automotive,900 randolph st,thomasville
2006940,hallum & sons,614 cadiz st.,princeton
2006941,"murray's auto & tire center, inc.",906 eastern ave,nashville
2006942,ford tire & service,424 steubenville ave,cambridge
2006943,quality tire warehouse,600 south irby street,florence
2006944,broshous tire & auto service,202 s main st,stockton
2006945,cj's tire,91 ben franklin hwy west,birdsboro
2006946,r&r truck & trailer service,18635 south third street,citronelle
2006947,am clark & sons inc,7879 big bend blvd,webster groves
2006948,hassan tire corp dba nunez tire,7401 w flagler st,miami
2006949,midas of totowa,465 rt 46 w,totowa
2006950,willeys tire shop - ishpeming,221 e pearl st,ishpeming
2006951,willeys tire shop - marquette,1010 river ridge dr,ishpeming
2006952,"howards auto tech center, inc dba muffler man",4181 lake michigan drive nw,grand rapids
2006953,biscoe bp,po box 719,biscoe
2006954,daves super tire,612 n main st,hubbard
2006955,quick fix tire shop,201 hill ave.,center
2006956,coggin nissan regency,10600 atlantic blvd,jacksonville
2006957,bridge street ashland,125 bridge st,hinton
2006958,jj's tire & wheel,16 bombay ct.,candler
2006959,glenville shell,222 glenville road,greenwich
2006960,the tire store,5633 atlanta highway,flowery branch
2006961,"cobb automotive machine shop, inc",1724 alabama hwy 21 south,oxford
2006962,down valley tire and wheel llc,p0 b0x 2104,gypsum
2006963,jeff's tire & brake,2612 w 5th street,lumberton
2006964,performance tire & auto care,435 s. clovis avenue,fresno
2006965,farmer's coop,4880 dublin road,scranton
2006966,bill walker tire service,529 emma rd,asheville
2006967,garza tire & wheel,6886 north santa fe dr,winton
2006968,consumers coop oil company,po box 14,clarkfield
2006969,monnat bros service,6631 st rt 12,lowville
2006970,capitol car care,207 capitol st,augusta
2006971,schierl tire & service,2201 madison,stevens point
2006972,harrys farm tire inc,po box 427,wheatland
2006973,258 tire llc,3790 us hwy 131 n,kalkaska
2006974,bartel's auto clinic,13725 s. route 59,plainfield
2006975,rad performance,3500 rehobeth church rd. ste b,greensboro
2006976,discount tire center,1406 route 37 east,toms river
2006977,tuffy auto service troy,530 east maple rd,troy
2006978,milford auto mall sales and service,1380 pulaski blvd,bellingham
2006979,"rob-b's tire, inc",1309 river falls st,andalusia
2006980,j & a transmission & auto repair,3425 n il rt 47,morris
2006981,cooperative producers inc.,265 north showboat blvd,hastings
2006982,lakeside tire,4285 south highway 27,somerset
2006983,haraldsens of darien inc,2525 w 75th st,darien
2006984,camp point tire inc,2118 highway 24,camp point
2006985,smith tire,p.0. b0x 581,warsaw
2006986,mckinney tire,p.o. box 123,conway
2006987,big 8 tyre center,205 lincoln hwy,nevada
2006988,doyle's auto sales,8140 rutledge pike,rutledge
2006989,mayberry tire & wheel,27 hartwell st.,royston
2006990,warrens service center,po box 73,salemburg
2006991,larry's xpress lube & tire center,p0 b0x 1908,bandon
2006992,mack tire center,18184 mack ave.,grosse pointe city
2006993,seed inc. dba honest 1 auto care 175 eagan,525 diffley road suite 1050,eagan
2006994,speck sales,17746 n dixie hwy,bowling green
2006995,mike's tire & auto center,po box 3618,sunriver
2006996,startown tire center inc.,2466 nc hwy 10 w,newton
2006997,j & s motors inc.,278 church st,whitinsville
2006998,falcon auto service center,14195 e us highway 24,peyton
2006999,bushmans service,309 washington st,milledgeville
2007000,georgetown auto care center llc,341 church st.,jenison
2007001,jim van dykes automotive center,2247 us rt 22,washington court house
2007002,joe & jerry's car care,1034 mineral wells,paris
2007003,orange cove tire,540 11th street,orange cove
2007004,tire doctor llc,8 federal st,blackstone
2007005,kyle's automotive inc,324 main street,spencer
2007006,baker tire llc,712 forrest ave.,gadsden
2007007,newbridge tire center,1475 merriman ave,asheville
2007008,garrison service,p0 b0x 353,marshall
2007009,newton tire,1907 e main,russellville
2007010,farmers union oil,700 4th ave. ne,hazen
2007011,handel automotive,316 s main st.,medford
2007012,akron tire,27520 cherry hill,garden city
2007013,bayside auto works,13743 linden dr,spring hill
2007014,dasco llc dba satanta auto & tire,b0x 730,satanta
2007015,plain brothers auto service,12144 triskett,cleveland
2007016,j & h automotive,370 mount rd,blountsville
2007017,bowen truck & auto,700 south main street,crestview
2007018,standard tire & service center,412 w tomichi ave,gunnisen
2007019,standard tire,1000 n. townsend avenue,montrose
2007020,hargraves tire & auto,1617 pulliam st.,san angelo
2007021,sig's tire center inc,5821 st peters church road,conover
2007022,performance tire co inc,po box 5152,clinton
2007023,claiborne farmers co-op,605 3rd. st.,new tazewell
2007024,westlie tire & service,705 26th avenue nw,minot
2007025,scotts tire outlet,p.o box 1839,pinson
2007026,johnson county farmers association,900 e main st,clarksville
2007027,"glen ivey inc, dba marshall hometown tire",1503 east grand avenue,marshall
2007028,irish hills auto & tire,11565 brooklyn rd,brooklyn
2007029,callagy tire inc,6625 s babcock st,malabar
2007030,galloway automotive llc.,3002 1/2 south hayes avenue,sandusky
2007031,d & c tire pro's,1130 old york rd,ringoes
2007032,ambler tire co inc.,123 s main st,ambler
2007033,mark's muffler,950 s. college,piqua
2007034,bergen tire,100 franklin turnpike,mahwah
2007035,dalhart consumers,2005 e 16th #11,dalhart
2007036,dibacco's service,92 trowbridge circle,rowley
2007037,stropich oil company,1325 washington ave,escanaba
2007038,avon auto & truck,p0 b0x 541,eagle
2007039,treads,2569 w. oklahoma,ulysses
2007040,dakota frontier cooperative,94 broadway,napoleon
2007041,tracy's old castle,2905 main st,marlette
2007042,doug's tire center,78 n seventh st,shelbyville
2007043,autoex llc,po box 633,salem
2007044,home town tire center inc.,411 fairview rd.,crossett
2007045,"hayes ford, inc",439 e main st,newport
2007046,dave's colonial motors,7426 state route 54,bath
2007047,m-91,8588 n. storey rd,belding
2007048,howies tire and alignment,6470 hwy 93 s.,whitefish
2007049,handy toyota,701 highgate road,st. albans
2007050,eagle river tire,126 east division,eagle river
2007051,js automotive & equipment repair,51 salt shed rd,charlestown
2007052,decatur tire,1201 n. hwy 81/287,decatur
2007053,doug's auto & tire inc,863 sanford road,pittsboro
2007054,trusty tire,1074 old forrest rd,corydon
2007055,ultimate mobile wheel & tire,15855 n. greenway-hayden loop,scottsdale
2007056,medina tire & road service,7070 rt. 35,south amboy
2007057,"maynard and lesieur, inc.",po box 823,nashua
2007058,vestal service center,320 front st,vestal
2007059,cameron tire store llc,1407 n travis,cameron
2007060,goulds tire & auto center,12029 s williams street,dunnellon
2007061,malugani tire center,493 miller ave.,mill valley
2007062,tire pro llc,2015b smokey park,candler
2007063,tire depot,1191 old fannin rd,brandon
2007064,d & e garage,4202 shamrock circle,radford
2007065,gilmer discount tire & brake,713 north cypress street,gilmer
2007066,buffalo tire & brake,1750 buffalo rd,buffalo
2007067,hayden's auto and truck repair,28 demarest rd,sparta
2007068,superior auto & tire,3315-1 market st.,wilmington
2007069,vista auto parts dba 3 d auto glass & tires,p0 b0x 3178,buena vista
2007070,a1 tires & auto care,1103 wolfe pen dr,charleston
