,Business Name,Address,City,State,Membership/Store Number,Tire Brands Carried,Sales Group,Cooper Region,Date Registered,User Status,Points Earned,Courses Complete,Generated Key,Edit Distance,IsMatch,Activity Score,Heirarchy
3380,Interstate Tire Distributor,9 N 41st Ave,Phoenix,Arizona,,Mastercraft,Western Territory 03,Western,02/01/2016,Enabled,4.0,2,intersta9n41stavphoenix,0,Dupe,Low,G
3382,Interstate Tire Distributor,9 N 41st Ave,Phoenix,Arizona,,Mastercraft,Western Territory 03,Western,02/01/2016,Enabled,646.0,41,intersta9n41stavphoenix,0,Dupe,High,G
3383,Interstate Tire Distributor,9 N 41st Ave,Phoenix,Arizona,,Mastercraft,Western Territory 03,Western,02/01/2016,Enabled,640.0,37,intersta9n41stavphoenix,0,Dupe,High,G
3384,Interstate Tire Distributor,9 N 41st Ave,Phoenix,Arizona,,Mastercraft,Western Territory 03,Western,02/01/2016,Enabled,4.0,2,intersta9n41stavphoenix,0,Dupe,Low,G
2417,Interstate Tire Distributor,9 N 41ST.  Ave,Phoenix,Arizona,2032,Mastercraft,Western Territory 03,Western,09/13/2015,Enabled,185.0,7,intersta9n41stavphoenix,0,Dupe,Medium,G
3441,Interstate Tire Distributor,9 N 41st Ave,Phoenix,Arizona,,Mastercraft,Western Territory 03,Western,02/08/2016,Enabled,115.0,7,intersta9n41stavphoenix,22,NotDupe,Medium,G
3309,Irish Hills Automotive & Tire Center,11565 Brooklyn Rd,Brooklyn,Michigan,220852,Cooper,Mid West Territory 03,Midwest,01/22/2016,Enabled,85.0,6,irishhil11565brobrooklyn,0,Dupe,Medium,G
4752,Irish Hills Automotive & Tire,11565 Brooklyn Rd,Brooklyn,Michigan,220852,Cooper,Mid West Territory 03,Midwest,01/12/2017,Enabled,0.0,0,irishhil11565brobrooklyn,0,Dupe,No Activity,G
3308,Irish Hills Automotive & Tire,11565 Brooklyn Rd,Brooklyn,Michigan,220852,Cooper,Mid West Territory 03,Midwest,01/22/2016,Enabled,918.0,69,irishhil11565brobrooklyn,18,NotDupe,High,G
4314,Irrigation Centers,104 S. Idaho st.,Arco,Idaho,409125677599,Mastercraft,Western Territory 06,Western,09/07/2016,Enabled,808.0,50,irrigati104sidaharco,16,NotDupe,High,Unique
3508,Ithaca Auto Service,618 Elmira rd Suite 1,Ithaca,New York,832688,Cooper,Eastern Territory 05,Eastern,02/19/2016,Enabled,45.0,4,ithacaau618elmirithaca,19,NotDupe,Low,Unique
2530,Jack Furrier's Tire and Auto Care,1406 Main Street,STEVENSVILLE,Maryland,852651,Cooper,South Atlantic Territory 04,South Atlantic,09/30/2015,Enabled,35.0,3,jackfurr1406mainstevensv,13,NotDupe,Low,Unique
5145,Jack Furrier's Tire and Auto Care,3002 n 1st ave,tucson,Arizona,,Cooper,Western Territory 03,Western,04/18/2017,Enabled,5.0,2,jackfurr3002n1sttucson,7,NotDupe,Low,Unique
1689,Jack Furrier's Tire and Auto Care,3545 S. Richey Blvd,tucson,Arizona,,Cooper,Western Territory 03,Western,04/24/2015,Enabled,57.0,11,jackfurr3545srictucson,0,Dupe,High,G
2978,Jack Furrier's Tire and Auto Care,3545 S. Richey Blvd,tucson,Arizona,,Cooper,Western Territory 03,Western,12/04/2015,Enabled,5.0,4,jackfurr3545srictucson,0,Dupe,Low,G
2310,Jack Furrier's Tire and Auto Care,3545 S. Richey Blvd,tucson,Arizona,,Cooper,Western Territory 03,Western,08/24/2015,Enabled,31.0,7,jackfurr3545srictucson,0,Dupe,Medium,G
1252,Jack Furrier's Tire and Auto Care,3545 S. Richey Blvd,Tucson,Arizona,,Cooper,Western Territory 03,Western,03/13/2015,Enabled,668.0,52,jackfurr3545srictucson,8,NotDupe,High,G
2784,Jack Furrier's Tire and Auto Care,51 E. Valencia,Tucson,Arizona,,Cooper,Western Territory 03,Western,10/29/2015,Enabled,5.0,2,jackfurr51evalentucson,7,NotDupe,Low,Unique
1691,Jack Furrier's Tire and Auto Care,5852 E. Speedway Blvd.,tucson,Arizona,,Cooper,Western Territory 03,Western,04/24/2015,Enabled,55.0,8,jackfurr5852espetucson,0,Dupe,Medium,G
1690,Jack Furrier's Tire and Auto Care,5852 E. Speedway Blvd.,Tucson,Arizona,,Cooper,Western Territory 03,Western,04/24/2015,Enabled,371.0,27,jackfurr5852espetucson,7,NotDupe,High,G
1178,Jack Furrier's Tire and Auto Care,7060 E. Golf Links Rd.,Tucson,Arizona,,Cooper,Western Territory 03,Western,03/03/2015,Enabled,429.0,28,jackfurr7060egoltucson,0,Dupe,High,G
1144,Jack Furrier's Tire and Auto Care,7060 E. Golf Links Rd.,Tucson,Arizona,,Cooper,Western Territory 03,Western,03/01/2015,Enabled,1114.0,75,jackfurr7060egoltucson,13,NotDupe,High,G
5144,Jack Furrier Western Tire Centers,7846 N Oracle Rd,Oro Valley,Arizona,,Cooper,Western Territory 03,Western,04/17/2017,Enabled,508.0,31,jackfurr7846noraorovalle,8,NotDupe,High,Unique
851,Jack Furrier's Tire and Auto Care,7846 N. Oracle rd.,Tucson,Arizona,,Cooper,Western Territory 03,Western,02/06/2015,Enabled,219.0,23,jackfurr7846noratucson,7,NotDupe,High,Unique
5395,Jack Furrier,8957 E tanque Verde,Tucson,Arizona,51,Cooper,Western Territory 03,Western,06/25/2017,Enabled,0.0,0,jackfurr8957etantucson,14,NotDupe,No Activity,Unique
1828,Jackson tire service,801 s.hwy 49,Jackson,California,71223226439,Both,Western Territory 07,Western,05/06/2015,Enabled,4.0,2,jacksont801shwy4jackson,19,NotDupe,Low,Unique
2744,Jack Williams Tire,1109 Texas Palmyra Hwy,Honesdale,Pennsylvania,,Mastercraft,Eastern Territory 07,Eastern,10/22/2015,Enabled,658.0,33,jackwill1109texahonesdal,13,NotDupe,High,Unique
2742,Jack Williams Tire,1122 S. Trexlertown Road,Trexlertown,Pennsylvania,,Mastercraft,Eastern Territory 07,Eastern,10/22/2015,Enabled,15.0,5,jackwill1122stretrexlert,14,NotDupe,Low,Unique
2738,Jack Williams Tire,135 South Wyoming Ave,Kingston,Pennsylvania,,Mastercraft,Eastern Territory 07,Eastern,10/22/2015,Enabled,4.0,2,jackwill135southkingston,13,NotDupe,Low,Unique
2729,Jack Williams Tire,1466 North Susquehanna Trail,Hummels Wharf,Pennsylvania,,Mastercraft,Eastern Territory 06,Eastern,10/21/2015,Enabled,2.0,1,jackwill1466northummelsw,13,NotDupe,Low,Unique
2750,Jack Williams Tire,1543 Oregon Pike,Lancaster,Pennsylvania,,Mastercraft,Eastern Territory 06,Eastern,10/22/2015,Enabled,463.0,27,jackwill1543oreglancaste,0,Dupe,High,G
2990,Jack Williams Tire,1543 Oregon Pike,Lancaster,Pennsylvania,,Mastercraft,Eastern Territory 06,Eastern,12/07/2015,Enabled,2.0,1,jackwill1543oreglancaste,0,Dupe,Low,G
2757,Jack Williams Tire,1543 Oregon Pike,Lancaster,Pennsylvania,,Mastercraft,Eastern Territory 06,Eastern,10/23/2015,Enabled,25.0,3,jackwill1543oreglancaste,13,NotDupe,Low,G
2728,Jack Williams Tire,1760 Golden Mile Road,Towanda,Pennsylvania,,Mastercraft,Eastern Territory 07,Eastern,10/21/2015,Enabled,5.0,2,jackwill1760goldtowanda,13,NotDupe,Low,Unique
3916,Jack Williams Tire,1 Rocky Glenn Road,Moosic,Pennsylvania,,Mastercraft,Eastern Territory 07,Eastern,05/11/2016,Enabled,49.0,8,jackwill1rockyglmoosic,0,Dupe,Medium,G
3917,Jack Williams Tire,1 Rocky Glenn Road,Moosic,Pennsylvania,,Mastercraft,Mid East 03,Eastern,05/11/2016,Enabled,49.0,8,jackwill1rockyglmoosic,13,NotDupe,Medium,G
2726,Jack Williams Tire,2005 West Front Street,Berwick,Pennsylvania,,Mastercraft,Eastern Territory 06,Eastern,10/21/2015,Enabled,448.0,22,jackwill2005westberwick,0,Dupe,High,G
2727,Jack Williams Tire,2005 West Front Street,Berwick,Pennsylvania,,Mastercraft,Mid East 03,Eastern,10/21/2015,Enabled,448.0,22,jackwill2005westberwick,15,NotDupe,High,G
2760,Jack Williams Tire,237 Manor Avenue,Millersville,Pennsylvania,,Mastercraft,Eastern Territory 06,Eastern,10/26/2015,Enabled,5.0,2,jackwill237manormillersv,14,NotDupe,Low,Unique
2828,Jack Williams Tire,300 N. Queen Street,Lancaster,Pennsylvania,,Mastercraft,Eastern Territory 06,Eastern,11/06/2015,Enabled,5.0,3,jackwill300nqueelancaste,13,NotDupe,Low,Unique
2725,Jack Williams Tire,3042 Route 940,Mount Pocono,Pennsylvania,,Mastercraft,Eastern Territory 07,Eastern,10/21/2015,Enabled,5.0,3,jackwill3042routmountpoc,12,NotDupe,Low,Unique
2821,Jack Williams Tire,3726 Birney Avenue,Moosic,Pennsylvania,,Mastercraft,Eastern Territory 07,Eastern,11/05/2015,Enabled,25.0,3,jackwill3726birnmoosic,15,NotDupe,Low,Unique
2734,Jack Williams Tire,4611 Jonestown Road,Harrisburg,Pennsylvania,,Mastercraft,Eastern Territory 06,Eastern,10/21/2015,Enabled,25.0,3,jackwill4611joneharrisbu,13,NotDupe,Low,Unique
2732,Jack Williams Tire,621 Hunter Highway,Tunkhannock,Pennsylvania,,Mastercraft,Eastern Territory 07,Eastern,10/21/2015,Enabled,63.0,9,jackwill621huntetunkhann,15,NotDupe,Medium,Unique
804,Jack Williams Tire,700 Rocky Glen Road,Avoca,Pennsylvania,1,Mastercraft,Mid East 03,Eastern,02/05/2015,Enabled,4.0,2,jackwill700rockyavoca,0,Dupe,Low,G
803,Jack Williams Tire,700 Rocky Glen Road,Avoca,Pennsylvania,1,Mastercraft,Eastern Territory 07,Eastern,02/05/2015,Enabled,4.0,2,jackwill700rockyavoca,0,Dupe,Low,G
542,Jack Williams Tire,700 Rocky Glen Road,Avoca,Pennsylvania,,Mastercraft,Mid East 03,Eastern,01/09/2015,Enabled,145.0,6,jackwill700rockyavoca,0,Dupe,Medium,G
541,Jack Williams Tire,700 Rocky Glen Road,Avoca,Pennsylvania,,Mastercraft,Eastern Territory 07,Eastern,01/09/2015,Enabled,145.0,6,jackwill700rockyavoca,0,Dupe,Medium,G
1166,Jack Williams Tire,700 Rocky Glen Road,Avoca,Pennsylvania,191218641,Mastercraft,Eastern Territory 07,Eastern,03/02/2015,Enabled,205.0,15,jackwill700rockyavoca,0,Dupe,High,G
1167,Jack Williams Tire,700 Rocky Glen Road,Avoca,Pennsylvania,191218641,Mastercraft,Mid East 03,Eastern,03/02/2015,Enabled,205.0,15,jackwill700rockyavoca,0,Dupe,High,G
4756,jack williams tire company,700 rocky glen road,avoca,Pennsylvania,,Mastercraft,Mid East 03,Eastern,01/13/2017,Enabled,4.0,3,jackwill700rockyavoca,0,Dupe,Low,G
4755,jack williams tire company,700 rocky glen road,avoca,Pennsylvania,,Mastercraft,Eastern Territory 07,Eastern,01/13/2017,Enabled,4.0,3,jackwill700rockyavoca,5,NotDupe,Low,G
794,Jack Williams Tire,700 Rocky Glen Road,Moosic,Pennsylvania,228820,Mastercraft,Mid East 03,Eastern,02/04/2015,Enabled,4.0,1,jackwill700rockymoosic,0,Dupe,Low,G
793,Jack Williams Tire,700 Rocky Glen Road,Moosic,Pennsylvania,228820,Mastercraft,Eastern Territory 07,Eastern,02/04/2015,Enabled,4.0,1,jackwill700rockymoosic,2,Dupe,Low,G
4047,Jack Williams Tire Company INC,700 Rocky Glen Road,(Moosic) Avoca,Pennsylvania,,Both,Eastern Territory 07,Eastern,06/16/2016,Enabled,831.0,62,jackwill700rockymoosicav,0,Dupe,High,G
4048,Jack Williams Tire Company INC,700 Rocky Glen Road,(Moosic) Avoca,Pennsylvania,,Both,Mid East 03,Eastern,06/16/2016,Enabled,831.0,62,jackwill700rockymoosicav,21,NotDupe,High,G
3196,JAKE BURT,4712 S HIGHLAND DR,SALT LAKE CITY,Utah,699612,Cooper,Western Territory 01,Western,01/07/2016,Enabled,4.0,1,jakeburt4712shigsaltlake,19,NotDupe,Low,Unique
2743,Jamestown Meineke,405 West Main St,Jamestown,North Carolina,2304,Cooper,South Atlantic Territory 02,South Atlantic,10/22/2015,Enabled,95.0,5,jamestow405westmjamestow,18,NotDupe,Low,Unique
2461,J AND A TRANSMISSION INC,3425 N. IL. RT. 47,MORRIS,Illinois,206626338201,Cooper,Mid West Territory 05,Midwest,09/21/2015,Enabled,385.0,14,jandatra3425nilrmorris,17,NotDupe,High,Unique
3781,J and J Tire LLC,1703 Dickeys Mill Road,Leitchfield,Kentucky,16800009930968,Mastercraft,South Central Territory 05,South Central,04/09/2016,Enabled,17.0,1,jandjtir1703dickleitchfi,21,NotDupe,Low,Unique
3802,Jason Banks,7051 Stuart Ave,Jacksonville,Florida,,Both,South Atlantic Territory 06,South Atlantic,04/14/2016,Enabled,5.0,2,jasonban7051stuajacksonv,16,NotDupe,Low,Unique
2688,Jason Reishus,1201 8th ave s,great falls,Montana,,Cooper,Western Territory 06,Western,10/15/2015,Enabled,45.0,5,jasonrei12018thagreatfal,16,NotDupe,Low,Unique
3550,Jason's Auto Repair,89258 cr668,decatur,Michigan,28851,Mastercraft,Mid West Territory 03,Midwest,03/01/2016,Enabled,33.0,5,jasonsau89258cr6decatur,19,NotDupe,Low,Unique
3373,JAYS MOBILE TIRE LTD,700 1st Avenue,Regina,Saskatchewan,,Cooper,,,01/29/2016,Enabled,5.0,3,jaysmobi7001stavregina,0,Dupe,Low,G
4724,JAY'S MOBILE TIRE LTD,700 1ST AVE,REGINA,Saskatchewan,668629,Cooper,,,01/05/2017,Enabled,2.0,1,jaysmobi7001stavregina,18,NotDupe,Low,G
2482,JB's Tires,22609 US HWY 72,Athens,Alabama,680520,Mastercraft,South Central Territory 03,South Central,09/25/2015,Enabled,5.0,2,jbstires22609ushathens,20,NotDupe,Low,Unique
2854,Jeff Dietrich,2828 frontage rd,Lewiston,Idaho,135483359518,Mastercraft,Western Territory 05,Western,11/12/2015,Enabled,5.0,2,jeffdiet2828fronlewiston,18,NotDupe,Low,Unique
4269,Jeff's Tires Inc.,33 East Main St,Lonaconing,Maryland,903343,Cooper,South Atlantic Territory 04,South Atlantic,08/23/2016,Enabled,646.0,39,jeffstir33eastmalonaconi,19,NotDupe,High,Unique
2767,JEREMY'S AUTOMOTIVE & PERFORMANCE,10788 GRATIOT AVE,CASCO,Michigan,41351,Cooper,Mid West Territory 04,Midwest,10/27/2015,Enabled,25.0,3,jeremysa10788gracasco,15,NotDupe,Low,Unique
587,Jersey Wholesale Tire,1375 Paterson Plank Rd,Secaucus,New Jersey,,Cooper,Eastern Territory 07,Eastern,01/21/2015,Enabled,1367.0,75,jerseywh1375patesecaucus,0,Dupe,High,G
3620,Jersey Wholesale Tire,1375 Paterson Plank Road,Secaucus,New Jersey,233546,Cooper,Eastern Territory 07,Eastern,03/12/2016,Enabled,5.0,3,jerseywh1375patesecaucus,0,Dupe,Low,G
605,Jersey Wholesale Tire,1375 Paterson Plank Rd,Secaucus,New Jersey,,Cooper,Eastern Territory 07,Eastern,01/24/2015,Enabled,993.0,68,jerseywh1375patesecaucus,0,Dupe,High,G
604,Jersey Wholesale Tire,1375 Paterson Plank Rd,Secaucus,New Jersey,,Cooper,Eastern Territory 07,Eastern,01/24/2015,Enabled,431.0,32,jerseywh1375patesecaucus,13,NotDupe,High,G
4285,Jersey Wholesale Tire,140 Spring St unit #2,new Providence,New Jersey,229240,Cooper,Eastern Territory 07,Eastern,08/25/2016,Enabled,1251.0,75,jerseywh140sprinnewprovi,13,NotDupe,High,Unique
3991,jersey wholesale tire,1561 route 9 bld3 unit 2,toms river,New Jersey,,Cooper,Eastern Territory 07,Eastern,05/25/2016,Enabled,130.0,15,jerseywh1561routtomsrive,0,Dupe,High,G
609,Jersey Wholesale Tire,1561 Route 9,Toms River,New Jersey,,Cooper,Eastern Territory 07,Eastern,01/26/2015,Enabled,454.0,38,jerseywh1561routtomsrive,0,Dupe,High,G
2877,Jersey Wholesale Tire,1561 Route 9,toms river,New Jersey,,Cooper,Eastern Territory 07,Eastern,11/17/2015,Enabled,435.0,20,jerseywh1561routtomsrive,14,NotDupe,High,G
1537,Jersey Wholesale Tire,3143 Bordentown Avenue,Parlin,New Jersey,229240,Cooper,Eastern Territory 07,Eastern,04/09/2015,Enabled,197.0,17,jerseywh3143bordparlin,0,Dupe,High,G
1540,Jersey Wholesale Tire,3143 Bordentown Avenue,parlin,New Jersey,229240,Cooper,Eastern Territory 07,Eastern,04/09/2015,Enabled,199.0,37,jerseywh3143bordparlin,0,Dupe,High,G
1346,Jersey Wholesale Tire,3143 Bordentown Avenue,parlin,New Jersey,,Cooper,Eastern Territory 07,Eastern,03/25/2015,Enabled,1447.0,79,jerseywh3143bordparlin,0,Dupe,High,G
3424,Jersey Wholesale Tire,3143 Bordentown Avenue,Parlin,New Jersey,,Cooper,Eastern Territory 07,Eastern,02/04/2016,Enabled,285.0,11,jerseywh3143bordparlin,0,Dupe,High,G
1590,Jersey Wholesale Tire,3143 Bordentown Avenue,Parlin,New Jersey,,Cooper,Eastern Territory 07,Eastern,04/15/2015,Enabled,475.0,33,jerseywh3143bordparlin,0,Dupe,High,G
1347,Jersey Wholesale Tire,3143 Bordentown Avenue,parlin,New Jersey,229240,Cooper,Eastern Territory 07,Eastern,03/25/2015,Enabled,1004.0,74,jerseywh3143bordparlin,0,Dupe,High,G
3398,Jersey Wholesale Tire,3143 Bordentown Avenue,parlin,New Jersey,229240,Cooper,Eastern Territory 07,Eastern,02/02/2016,Enabled,4.0,1,jerseywh3143bordparlin,11,NotDupe,Low,G
1853,Jersey Wholesale Tire,347 Washington Road,,,,,,,,,,0,jerseywh347washinan,10,NotDupe,No Activity,Unique
3419,Jersey Wholesale Tire,936 N Washington Ave,Green Brook,New Jersey,,Cooper,Eastern Territory 07,Eastern,02/03/2016,Enabled,991.0,73,jerseywh936nwashgreenbro,0,Dupe,High,G
3096,Jersey Wholesale Tire,936 N Washington Ave,Green Brook,New Jersey,482463,Cooper,Eastern Territory 07,Eastern,12/16/2015,Enabled,601.0,25,jerseywh936nwashgreenbro,20,NotDupe,High,G
3486,Jet Tire Center,9065 pendleton poke,Indianapolis,Indiana,734109,Mastercraft,Mid West Territory 06,Midwest,02/17/2016,Enabled,4.0,1,jettirec9065pendindianap,13,NotDupe,Low,Unique
2019,JET TIRE SERVICE,,,,,,,,,,,0,jettiresnannan,0,Dupe,No Activity,G
1943,JET TIRE SERVICE,,,,,,,,,,,0,jettiresnannan,0,Dupe,No Activity,G
199,JET TIRE SERVICE,,,,,,,,,,,0,jettiresnannan,0,Dupe,No Activity,G
1966,JET TIRE SERVICE,,,,,,,,,,,0,jettiresnannan,21,NotDupe,No Activity,G
5091,Jim Grizzle Tire,3002 TOWSON AVENUE,FORT SMITH,Arkansas,,Both,South Central Territory 02,South Central,03/29/2017,Enabled,0.0,0,jimgrizz3002towsfortsmit,0,Dupe,No Activity,G
5092,Jim Grizzle Tire,3002 TOWSON AVENUE,FORT SMITH,Arkansas,,Both,South Central Territory 02,South Central,03/29/2017,Enabled,0.0,0,jimgrizz3002towsfortsmit,0,Dupe,No Activity,G
5089,Jim Grizzle Tire,3002 TOWSON AVENUE,FORT SMITH,Arkansas,,Both,South Central Territory 02,South Central,03/29/2017,Enabled,5.0,4,jimgrizz3002towsfortsmit,0,Dupe,Low,G
5087,JIM GRIZZLE TIRE,3002 TOWSON AVENUE,FORT SMITH,Arkansas,,Both,South Central Territory 02,South Central,03/29/2017,Enabled,0.0,0,jimgrizz3002towsfortsmit,0,Dupe,No Activity,G
5090,Jim Grizzle Tire,3002 TOWSON AVENUE,FORT SMITH,Arkansas,,Both,South Central Territory 02,South Central,03/29/2017,Enabled,5.0,3,jimgrizz3002towsfortsmit,15,NotDupe,Low,G
4485,Jim Lewis Tire,1300 Missouri Blvd,Columbia,Missouri,265432,Cooper,Mid West Territory 07,Midwest,11/01/2016,Enabled,4.0,1,jimlewis1300misscolumbia,18,NotDupe,Low,Unique
4653,Jimmy's Auto Parts,2170 Nashville Rd,Franklin,Kentucky,967330,Mastercraft,South Central Territory 05,South Central,12/14/2016,Enabled,0.0,0,jimmysau2170nashfranklin,0,Dupe,No Activity,G
4651,Jimmy's Auto Parts,2170 Nashville Rd,Franklin,Kentucky,967330,Mastercraft,South Central Territory 05,South Central,12/13/2016,Enabled,0.0,0,jimmysau2170nashfranklin,16,NotDupe,No Activity,G
3361,Jimmy's Tire & Auto,3759 Virginia Ave,Collinsville,Virginia,690019,Cooper,South Atlantic Territory 02,South Atlantic,01/27/2016,Enabled,135.0,7,jimmysti3759virgcollinsv,22,NotDupe,Medium,Unique
5543,JOE BUCKEY TIRE,1039 lee st,zanesville,Ohio,1803231,Cooper,Mid West Territory 04,Midwest,08/07/2017,Enabled,5.0,3,joebucke1039leeszanesvil,16,NotDupe,Low,Unique
770,Joe & Jerry's Car Care Center,1034 Mineral Wells AVe,Paris,Tennessee,5247,Cooper,South Central Territory 05,South Central,02/04/2015,Enabled,25.0,5,joejerry1034mineparis,17,NotDupe,Low,Unique
535,Joe's Tire LLC,875 Shamrock Dr,Barnesville,Ohio,7276285309,Both,Eastern Territory 06,Eastern,01/02/2015,Enabled,45.0,5,joestire875shamrbarnesvi,13,NotDupe,Low,Unique
4250,Joe's Tire & Accessories,8875 Danforth Rd,Cobourg,Ontario,456201,Cooper,,,08/16/2016,Enabled,5.0,2,joestire8875danfcobourg,20,NotDupe,Low,Unique
2859,JOHN DEERY MOTORS,6823 UNIVERSITY AVENUE,CEDAR FALLS,Iowa,352785,Cooper,Mid West Territory 08,Midwest,11/13/2015,Enabled,876.0,48,johndeer6823univcedarfal,0,Dupe,High,G
844,JOHN DEERY MOTORS,6823 UNIVERSITY AVENUE,Cedar Falls,Iowa,960444352785,Cooper,Mid West Territory 08,Midwest,02/06/2015,Enabled,5.0,2,johndeer6823univcedarfal,0,Dupe,Low,G
213,JOHN DEERY MOTORS,6823 UNIVERSITY AVENUE,CEDAR FALLS,Iowa,960444352785,Cooper,Mid West Territory 08,Midwest,08/11/2014,Enabled,25.0,4,johndeer6823univcedarfal,0,Dupe,Low,G
2187,JOHN DEERY MOTORS,6823 UNIVERSITY AVENUE,CEDAR FALLS,Iowa,352785,Cooper,Mid West Territory 08,Midwest,07/29/2015,Enabled,1298.0,76,johndeer6823univcedarfal,0,Dupe,High,G
1344,JOHN DEERY MOTORS,6823 UNIVERSITY AVENUE,CEDAR FALLS,Iowa,960444352785,Cooper,Mid West Territory 08,Midwest,03/25/2015,Enabled,600.0,38,johndeer6823univcedarfal,0,Dupe,High,G
184,JOHN DEERY MOTORS,6823 UNIVERSITY AVENUE,CEDAR FALLS,Iowa,960444352785,Cooper,Mid West Territory 08,Midwest,07/29/2014,Enabled,899.0,47,johndeer6823univcedarfal,18,NotDupe,High,G
5559,John Menard Tire Co.,PO Box 426,Rayne,Louisiana,1800448,Mastercraft,South Central Territory 01,South Central,08/08/2017,Enabled,5.0,3,johnmenapobox426rayne,15,NotDupe,Low,Unique
4121,Johnnies,303 w hwy 6,Ewing,Missouri,648029,Mastercraft,Mid West Territory 07,Midwest,07/13/2016,Enabled,535.0,18,johnnies303whwy6ewing,17,NotDupe,High,Unique
1827,Johnson & Johnson Tire Specialists,13011 FM 529,Houston,Texas,417804,Both,South Central Territory 01,South Central,05/06/2015,Enabled,2.0,0,johnsonj13011fm5houston,14,NotDupe,No Activity,Unique
4337,Johnson Tire Service,14056 Big Ridge Rd,Biloxi,Mississippi,666682,Cooper,South Central Territory 01,South Central,09/14/2016,Enabled,4.0,1,johnsont14056bigbiloxi,0,Dupe,Low,G
4336,Johnson Tire Auto,14056 Big Ridge Rd,Biloxi,Mississippi,666682,Cooper,South Central Territory 01,South Central,09/14/2016,Enabled,105.0,8,johnsont14056bigbiloxi,18,NotDupe,Medium,G
4950,Johns Tire Sales & Service,619 East 16th,Schuyler,Nebraska,1811434,Cooper,Mid West Territory 08,Midwest,02/25/2017,Enabled,5.0,3,johnstir619east1schuyler,0,Dupe,Low,G
353,John's Tire Sales & Service,619 East 16th,Schuyler,Nebraska,,Both,Mid West Territory 08,Midwest,10/22/2014,Enabled,69.0,10,johnstir619east1schuyler,19,NotDupe,Medium,G
1556,JONES INTERSTATE TIRE CO.,,,,,,,,,,,0,jonesintnannan,0,Dupe,No Activity,G
1103,JONES INTERSTATE TIRE CO.,,,,,,,,,,,0,jonesintnannan,0,Dupe,No Activity,G
729,JONES INTERSTATE TIRE CO.,,,,,,,,,,,0,jonesintnannan,0,Dupe,No Activity,G
1582,JONES INTERSTATE TIRE CO.,,,,,,,,,,,0,jonesintnannan,0,Dupe,No Activity,G
337,JONES INTERSTATE TIRE CO.,,,,,,,,,,,0,jonesintnannan,0,Dupe,No Activity,G
730,JONES INTERSTATE TIRE CO.,,,,,,,,,,,0,jonesintnannan,15,NotDupe,No Activity,G
2248,Jose's Tire Service,1331 15th st,moline,Illinois,894106,Mastercraft,Mid West Territory 05,Midwest,08/07/2015,Enabled,4.0,1,josestir133115thmoline,16,NotDupe,Low,Unique
